shuffled_id,shuffled_file,original_file,source,ref_text,cer,duration_sec,utmos
1652,audio/1652.wav,./dataset/reazonspeech_wav_out/003/b4f120ce57dec.wav,reazonspeech,［メジャー流の祝福が微笑ましくて］,0.1176470588235294,6.459458333333333,3.373828172683716
1653,audio/1653.wav,./dataset/reazonspeech_wav_out/002/b5791a4805ace.wav,reazonspeech,なんとかする。,0.1428571428571428,3.379458333333333,3.1571505069732666
1654,audio/1654.wav,./dataset/reazonspeech_wav_out/001/b59432b63f622.wav,reazonspeech,いいですね。,0.0,3.2194583333333333,3.5480616092681885
1655,audio/1655.wav,./dataset/reazonspeech_wav_out/003/b614458af9630.wav,reazonspeech,２ストライクと追い込まれますが。,0.25,7.039458333333333,3.180396318435669
1656,audio/1656.wav,./dataset/reazonspeech_wav_out/001/b61fd2846ff55.wav,reazonspeech,ありがとうございます。,0.0,3.099458333333333,3.6003289222717285
1657,audio/1657.wav,./dataset/reazonspeech_wav_out/001/b63cb08c4fec3.wav,reazonspeech,立ち合いだけ集中してそのあとは、ひたすら前に出ることだけを考えていました。,0.1891891891891892,8.999458333333333,3.047189235687256
1658,audio/1658.wav,./dataset/reazonspeech_wav_out/002/b698a4d3f4998.wav,reazonspeech,もうそろそろお正月ですね。,0.0769230769230769,3.419458333333333,3.304661750793457
1659,audio/1659.wav,./dataset/reazonspeech_wav_out/003/b6a5d3d97a741.wav,reazonspeech,東京も月曜日は２５度の夏日予想。,0.1875,4.299458333333333,3.588684797286988
1660,audio/1660.wav,./dataset/reazonspeech_wav_out/000/b763e9b908b36.wav,reazonspeech,生後７か月のオス犬です。,0.25,4.659458333333333,3.200927257537842
1661,audio/1661.wav,./dataset/reazonspeech_wav_out/001/b771e27921729.wav,reazonspeech,延長後半。,0.2,4.279458333333333,3.0091826915740967
1662,audio/1662.wav,./dataset/reazonspeech_wav_out/000/b79401a60d3f0.wav,reazonspeech,ここで下味をつけておくのもポイントです。,0.05,6.579458333333333,3.711991786956787
1663,audio/1663.wav,./dataset/reazonspeech_wav_out/001/b796f3cf71093.wav,reazonspeech,ここからは５年ぶりの政権交代はあるのか。,0.1,5.4394583333333335,3.4599685668945312
1664,audio/1664.wav,./dataset/reazonspeech_wav_out/001/b7b1a259259fb.wav,reazonspeech,利き手の指先を少し曲げ,0.1818181818181818,5.019458333333334,3.005389213562012
1665,audio/1665.wav,./dataset/reazonspeech_wav_out/000/b7e651aa3795c.wav,reazonspeech,これがその車。,0.0,4.799458333333333,3.4737823009490967
1666,audio/1666.wav,./dataset/reazonspeech_wav_out/002/b8be199ef8ab1.wav,reazonspeech,香りと余韻が素晴らしいのでぜひ無糖で飲んでみてください。,0.0357142857142857,6.179458333333334,3.0274658203125
1667,audio/1667.wav,./dataset/reazonspeech_wav_out/003/b91adc1dfe55c.wav,reazonspeech,こんにちは。,0.1666666666666666,4.039458333333333,3.022279024124145
1668,audio/1668.wav,./dataset/reazonspeech_wav_out/001/b95ff1736514e.wav,reazonspeech,ちょっとしか水、入ってないじゃないですか。,0.1428571428571428,4.059458333333334,3.325313806533813
1669,audio/1669.wav,./dataset/reazonspeech_wav_out/001/baebb2c984376.wav,reazonspeech,お前が当ててみろよ。,0.1,3.359458333333333,3.5725417137146
1670,audio/1670.wav,./dataset/reazonspeech_wav_out/001/bb6b7d3cff653.wav,reazonspeech,二刀流旋風は海を渡ったメジャーリーグでも。,0.238095238095238,8.039458333333334,3.352142810821533
1671,audio/1671.wav,./dataset/reazonspeech_wav_out/003/bbeee60e34334.wav,reazonspeech,続いて気象情報です。,0.1,4.739458333333333,3.952430009841919
1672,audio/1672.wav,./dataset/reazonspeech_wav_out/001/bc15b1d6425c0.wav,reazonspeech,呼びました？,0.1666666666666666,3.459458333333333,3.21527361869812
1673,audio/1673.wav,./dataset/reazonspeech_wav_out/000/bc535cac93fb8.wav,reazonspeech,一番安い側だけで。,0.1111111111111111,3.779458333333333,3.5590200424194336
1674,audio/1674.wav,./dataset/reazonspeech_wav_out/002/bca97c4bd0536.wav,reazonspeech,新技術で色変化を防止です。,0.0769230769230769,4.279458333333333,3.581550359725952
1675,audio/1675.wav,./dataset/reazonspeech_wav_out/003/bcb8f310c5f3c.wav,reazonspeech,時刻は６時です。,0.25,3.079458333333333,3.480360984802246
1676,audio/1676.wav,./dataset/reazonspeech_wav_out/001/bcc31939318e4.wav,reazonspeech,《その夢叶います》,0.2222222222222222,3.2594583333333333,3.0473577976226807
1677,audio/1677.wav,./dataset/reazonspeech_wav_out/002/bcc84afea2363.wav,reazonspeech,今会ったばっかりなのに何かちょっとエモいな。,0.1818181818181818,4.819458333333333,3.6656241416931152
1678,audio/1678.wav,./dataset/reazonspeech_wav_out/003/bccbc02ac7df3.wav,reazonspeech,〈でもなんで泣いてるんだろう？〉,0.25,5.219458333333334,3.025628566741944
1679,audio/1679.wav,./dataset/reazonspeech_wav_out/000/bd0c32e6e3dd1.wav,reazonspeech,繰り返します。,0.0,4.719458333333334,3.5879452228546143
1680,audio/1680.wav,./dataset/reazonspeech_wav_out/000/bd8d3ad84579e.wav,reazonspeech,作って食べるまではいいんだよね。,0.1875,3.479458333333333,3.262869358062744
1681,audio/1681.wav,./dataset/reazonspeech_wav_out/003/bda76b8f19fb8.wav,reazonspeech,船から、白い煙が上がっています。,0.1875,5.999458333333333,3.507529020309448
1682,audio/1682.wav,./dataset/reazonspeech_wav_out/003/bdbfbabb3444d.wav,reazonspeech,この大山もオールスターは初出場。,0.0625,4.639458333333334,4.091411113739014
1683,audio/1683.wav,./dataset/reazonspeech_wav_out/002/bdeddf3a83607.wav,reazonspeech,［それが現世とあの世の境目］,0.2142857142857142,5.4394583333333335,3.5599570274353027
1684,audio/1684.wav,./dataset/reazonspeech_wav_out/000/bf989110113c3.wav,reazonspeech,ゲストの井上咲楽さんは「対象にならない」ということです。,0.2142857142857142,5.139458333333334,3.1675171852111816
1685,audio/1685.wav,./dataset/reazonspeech_wav_out/002/c035526d65c6e.wav,reazonspeech,私たちはだまされないでした。,0.2142857142857142,4.739458333333333,3.168863773345948
1686,audio/1686.wav,./dataset/reazonspeech_wav_out/002/c07e61553c466.wav,reazonspeech,「もう一度お願いします」。,0.1538461538461538,5.679458333333334,3.7738423347473145
1687,audio/1687.wav,./dataset/reazonspeech_wav_out/002/c10c231d3d157.wav,reazonspeech,何をそんなに怒っているのでしょう。,0.0588235294117647,4.159458333333333,3.846358776092529
1688,audio/1688.wav,./dataset/reazonspeech_wav_out/001/c12c762dfcd9c.wav,reazonspeech,これはうれしくなりますね。,0.1538461538461538,5.239458333333333,3.01019024848938
1689,audio/1689.wav,./dataset/reazonspeech_wav_out/002/c1e093b918b06.wav,reazonspeech,過渡期だったと思います,0.0909090909090909,3.499458333333333,3.019109010696411
1690,audio/1690.wav,./dataset/reazonspeech_wav_out/003/c224bd7d45067.wav,reazonspeech,ここ数年、非常に厳しい状況が続いていると。,0.0952380952380952,5.039458333333333,3.399691104888916
1691,audio/1691.wav,./dataset/reazonspeech_wav_out/003/c369188d70a2a.wav,reazonspeech,分かったわよ。,0.2857142857142857,4.379458333333333,3.107325553894043
1692,audio/1692.wav,./dataset/reazonspeech_wav_out/003/c39e4ad611d8f.wav,reazonspeech,君上がってきて。,0.25,3.9394583333333335,3.2882795333862305
1693,audio/1693.wav,./dataset/reazonspeech_wav_out/003/c4b30805dc5b0.wav,reazonspeech,だめだっていうんでレンタカー借りて車で走ろうとしたんだよ,0.1785714285714285,6.219458333333334,3.194455623626709
1694,audio/1694.wav,./dataset/reazonspeech_wav_out/000/c523975ba9699.wav,reazonspeech,ポテトが揚がり次第私が席にお持ちするから。,0.0952380952380952,5.359458333333333,3.1734793186187744
1695,audio/1695.wav,./dataset/reazonspeech_wav_out/001/c52ff668b1811.wav,reazonspeech,一気に離してますね。,0.2,3.759458333333333,3.2432198524475098
1696,audio/1696.wav,./dataset/reazonspeech_wav_out/002/c583e3e2188d6.wav,reazonspeech,大阪も今日は雨の予報です。,0.0769230769230769,4.079458333333333,3.365781307220459
1697,audio/1697.wav,./dataset/reazonspeech_wav_out/001/c5d317dfc5290.wav,reazonspeech,１３年半ぶりの高値です。,0.25,4.219458333333334,3.900118350982666
1698,audio/1698.wav,./dataset/reazonspeech_wav_out/002/c5e0a032fd321.wav,reazonspeech,思い出の味を食べ尽くします！,0.0714285714285714,4.959458333333333,3.2188615798950195
1699,audio/1699.wav,./dataset/reazonspeech_wav_out/001/c5eb6131a73d6.wav,reazonspeech,船内の様子が明らかになるのは、事故後初めてです。,0.0833333333333333,6.359458333333333,4.006374359130859
1700,audio/1700.wav,./dataset/reazonspeech_wav_out/000/c6bcfafcc7e22.wav,reazonspeech,それもしかしてもう流行ってんの？,0.0625,4.019458333333334,3.480757713317871
1701,audio/1701.wav,./dataset/reazonspeech_wav_out/002/c6c886ac863fd.wav,reazonspeech,有名絵師になりたいっていうのは、どれくらいの有名ですか？,0.1071428571428571,5.999458333333333,3.3855514526367188
1702,audio/1702.wav,./dataset/reazonspeech_wav_out/000/c7210057b6b11.wav,reazonspeech,はいなので今後は日曜日のお昼に僕のバイオリンが聞こえます。,0.2413793103448276,6.999458333333333,3.363834381103516
1703,audio/1703.wav,./dataset/reazonspeech_wav_out/001/c72b67734393c.wav,reazonspeech,風も強まっています。,0.1,3.759458333333333,3.554534435272217
1704,audio/1704.wav,./dataset/reazonspeech_wav_out/000/c779fa57660f7.wav,reazonspeech,北九州市立千原台。,0.2222222222222222,3.659458333333333,3.513108491897583
1705,audio/1705.wav,./dataset/reazonspeech_wav_out/000/c7877c34cc8ae.wav,reazonspeech,さあ、外の様子ご覧いただきます。,0.1875,4.759458333333333,3.3313088417053223
1706,audio/1706.wav,./dataset/reazonspeech_wav_out/002/c78b09752a1ee.wav,reazonspeech,上手です。,0.2,3.2194583333333333,3.139173746109009
1707,audio/1707.wav,./dataset/reazonspeech_wav_out/001/c7aed2cfc2c93.wav,reazonspeech,気軽に来れる感じで。,0.1,3.659458333333333,4.229602813720703
1708,audio/1708.wav,./dataset/reazonspeech_wav_out/001/c7dadd743fc48.wav,reazonspeech,ライトは前に来ています。,0.0833333333333333,4.519458333333334,3.2588186264038086
1709,audio/1709.wav,./dataset/reazonspeech_wav_out/000/c8918692c1bc9.wav,reazonspeech,皆さんよろしくお願いいたします。,0.0625,3.2194583333333333,3.445312976837158
1710,audio/1710.wav,./dataset/reazonspeech_wav_out/001/c8c8a990b722a.wav,reazonspeech,それはサントリー生命科学の結晶。,0.0625,4.859458333333333,3.6078929901123047
1711,audio/1711.wav,./dataset/reazonspeech_wav_out/001/c8e1ff72c7a75.wav,reazonspeech,次が血流の低下ですね。,0.0909090909090909,3.699458333333333,3.684523105621338
1712,audio/1712.wav,./dataset/reazonspeech_wav_out/002/c91f4cf3b1bb5.wav,reazonspeech,ちょっと背景を知るとなるほどと思いますよね。,0.0454545454545454,5.519458333333334,3.0185179710388184
1713,audio/1713.wav,./dataset/reazonspeech_wav_out/000/c927c30700b0e.wav,reazonspeech,マウンド上笑顔も見えます、森下です。,0.1111111111111111,7.959458333333333,3.362417221069336
1714,audio/1714.wav,./dataset/reazonspeech_wav_out/002/c92c0aad85b22.wav,reazonspeech,テルアビブの空港。,0.1111111111111111,5.219458333333334,3.350388526916504
1715,audio/1715.wav,./dataset/reazonspeech_wav_out/002/c93453c0ec129.wav,reazonspeech,まずクレンジングするんですね。,0.0666666666666666,4.059458333333334,3.672618389129639
1716,audio/1716.wav,./dataset/reazonspeech_wav_out/000/c95652d356802.wav,reazonspeech,どこで寝てると思う？,0.3,3.119458333333333,3.0957491397857666
1717,audio/1717.wav,./dataset/reazonspeech_wav_out/000/c98f9a9b91acc.wav,reazonspeech,おい山田！,0.2,5.339458333333333,3.8747944831848153
1718,audio/1718.wav,./dataset/reazonspeech_wav_out/001/ca20156170193.wav,reazonspeech,歴史を調べるととても楽しいと思いますよ。,0.1,4.279458333333333,3.142675876617432
1719,audio/1719.wav,./dataset/reazonspeech_wav_out/002/ca24be6d697fc.wav,reazonspeech,それが里山だと思うんです。,0.0769230769230769,5.779458333333333,3.557229995727539
1720,audio/1720.wav,./dataset/reazonspeech_wav_out/003/ca253b78c1509.wav,reazonspeech,それまでずっと茶色だったじゃないですか。,0.05,3.459458333333333,3.242276906967163
1721,audio/1721.wav,./dataset/reazonspeech_wav_out/003/ca6433aabcf14.wav,reazonspeech,遊びのページを作りました。,0.1538461538461538,3.9794583333333335,4.0488128662109375
1722,audio/1722.wav,./dataset/reazonspeech_wav_out/000/cb1751ec9101b.wav,reazonspeech,極めて重要な記念物なんですね。,0.0666666666666666,4.139458333333334,3.139310359954834
1723,audio/1723.wav,./dataset/reazonspeech_wav_out/001/cb4e05cfc4144.wav,reazonspeech,それだいぶポジティブになるかもしれないですね。,0.0434782608695652,4.719458333333334,3.0201570987701416
1724,audio/1724.wav,./dataset/reazonspeech_wav_out/000/cb67d01a6a134.wav,reazonspeech,東部２州のうち、ルハンシク,0.2307692307692307,3.999458333333333,3.282486915588379
1725,audio/1725.wav,./dataset/reazonspeech_wav_out/000/cb6b3bfdd751b.wav,reazonspeech,ワンアウト、一塁二塁。,0.2727272727272727,7.219458333333334,3.093047380447388
1726,audio/1726.wav,./dataset/reazonspeech_wav_out/001/cb7b0b546c0c3.wav,reazonspeech,笹谷さん、このＳＤＧｓの目標達成のためにですね,0.217391304347826,5.199458333333333,3.3207123279571533
1727,audio/1727.wav,./dataset/reazonspeech_wav_out/001/cc09f8e30f35d.wav,reazonspeech,東京・新橋に店を構えるイタリアンバル。,0.1052631578947368,5.799458333333333,3.7007498741149902
1728,audio/1728.wav,./dataset/reazonspeech_wav_out/000/cc420447c7a69.wav,reazonspeech,明らかに敵の戦い方が昨日までとは異なる。,0.05,5.619458333333333,3.093523025512696
1729,audio/1729.wav,./dataset/reazonspeech_wav_out/001/cc746bb579a4e.wav,reazonspeech,１か月前にこんな状況というのはそれほど多くの人は想像していなかった。,0.1470588235294117,8.539458333333334,3.147835731506348
1730,audio/1730.wav,./dataset/reazonspeech_wav_out/000/ccd59964a57d6.wav,reazonspeech,なんでしなかったんですかね？,0.0714285714285714,3.079458333333333,3.34846568107605
1731,audio/1731.wav,./dataset/reazonspeech_wav_out/001/cd5c291cab128.wav,reazonspeech,これ病院行ったほうがいいよ。,0.2857142857142857,4.959458333333333,3.1701292991638184
1732,audio/1732.wav,./dataset/reazonspeech_wav_out/003/cdcf829a0f997.wav,reazonspeech,ネバーエンディングスタンプＤＶＤプレーヤー。は？,0.25,5.8994583333333335,3.0193979740142822
1733,audio/1733.wav,./dataset/reazonspeech_wav_out/001/ce380890ea48c.wav,reazonspeech,いえ美術館巡りだと言ってるそうですが。,0.1052631578947368,4.539458333333333,3.3677711486816406
1734,audio/1734.wav,./dataset/reazonspeech_wav_out/000/ce6782f959ef5.wav,reazonspeech,本来、２ヒット目ではスイッチの９００も持っている選手ですが。,0.2,5.759458333333333,3.0290982723236084
1735,audio/1735.wav,./dataset/reazonspeech_wav_out/002/ce6d6e1cbc459.wav,reazonspeech,今日も皆さんからのご意見ご感想をお待ちしております。,0.1153846153846153,5.219458333333334,3.1825766563415527
1736,audio/1736.wav,./dataset/reazonspeech_wav_out/003/ced0f972bf044.wav,reazonspeech,ある珍しいメニューが人気の焼き鳥店へ。,0.0526315789473684,5.4394583333333335,3.192689180374145
1737,audio/1737.wav,./dataset/reazonspeech_wav_out/002/cee92d1a8d295.wav,reazonspeech,ちょっと悲しいですよね。,0.0833333333333333,4.039458333333333,3.864249706268311
1738,audio/1738.wav,./dataset/reazonspeech_wav_out/002/cf01c663c02b3.wav,reazonspeech,探してみましょう！,0.1111111111111111,6.119458333333333,3.092154026031494
1739,audio/1739.wav,./dataset/reazonspeech_wav_out/002/cf02e1a90007a.wav,reazonspeech,でもあれ分かるじゃないですか。,0.0666666666666666,3.079458333333333,3.2096059322357178
1740,audio/1740.wav,./dataset/reazonspeech_wav_out/000/cf04e7eac141b.wav,reazonspeech,今後どうして行くのか。,0.1818181818181818,4.9394583333333335,3.558323621749878
1741,audio/1741.wav,./dataset/reazonspeech_wav_out/001/cf15eb6e4608f.wav,reazonspeech,俺こういう人間だから遠回りはしたくないんだ。,0.0454545454545454,9.239458333333332,3.163893222808838
1742,audio/1742.wav,./dataset/reazonspeech_wav_out/002/cf3aa3d83c5e3.wav,reazonspeech,やはりそうか。,0.2857142857142857,3.1994583333333333,3.334993600845337
1743,audio/1743.wav,./dataset/reazonspeech_wav_out/001/cfdf0a1c10bfb.wav,reazonspeech,ポンって入れるだけなの？,0.1666666666666666,3.459458333333333,3.58321213722229
1744,audio/1744.wav,./dataset/reazonspeech_wav_out/002/cfeab810b45bf.wav,reazonspeech,以上、中継でした。,0.0,4.259458333333333,3.742980480194092
1745,audio/1745.wav,./dataset/reazonspeech_wav_out/003/d0354201e1164.wav,reazonspeech,２人は何か気になったところある？,0.125,3.799458333333333,3.1927359104156494
1746,audio/1746.wav,./dataset/reazonspeech_wav_out/002/d04534966a725.wav,reazonspeech,音ごはんの世界観が高く評価されたのです。,0.15,6.219458333333334,3.4266016483306885
1747,audio/1747.wav,./dataset/reazonspeech_wav_out/002/d0b207176fdb9.wav,reazonspeech,今日中に何とかしないと責任問題になるぞ。,0.05,4.859458333333333,3.4374680519104004
1748,audio/1748.wav,./dataset/reazonspeech_wav_out/000/d0d6d913494df.wav,reazonspeech,玉川さん何下向いているんですか？,0.125,3.359458333333333,3.33571720123291
1749,audio/1749.wav,./dataset/reazonspeech_wav_out/002/d100bf358ec5b.wav,reazonspeech,好きな給食は何ですか？,0.0909090909090909,4.319458333333333,3.777480125427246
1750,audio/1750.wav,./dataset/reazonspeech_wav_out/000/d1211d1d1d680.wav,reazonspeech,うん。スイちゃんのダンスもいっぱいみられるしね。,0.125,4.299458333333333,3.3325815200805664
1751,audio/1751.wav,./dataset/reazonspeech_wav_out/002/d13b6030f88b4.wav,reazonspeech,「サントリー生ビール」,0.2727272727272727,3.9594583333333335,3.9376182556152335
1752,audio/1752.wav,./dataset/reazonspeech_wav_out/000/d18fae6c3072b.wav,reazonspeech,今場所は東の十両５枚目という番付です。,0.2631578947368421,5.379458333333333,3.936595916748047
1753,audio/1753.wav,./dataset/reazonspeech_wav_out/000/d1b2064f23a3e.wav,reazonspeech,具体的に学んでいきましょう。,0.2142857142857142,5.059458333333334,3.336817979812622
1754,audio/1754.wav,./dataset/reazonspeech_wav_out/003/d1c53d5f56c9d.wav,reazonspeech,可愛い映像をご覧いただきました。,0.1875,3.679458333333333,3.581733703613281
1755,audio/1755.wav,./dataset/reazonspeech_wav_out/000/d29807110802e.wav,reazonspeech,また、右折した乗用車が自転車に衝突しました。,0.0909090909090909,5.9394583333333335,3.844820499420166
1756,audio/1756.wav,./dataset/reazonspeech_wav_out/000/d2a25870e3415.wav,reazonspeech,一木ひろしさんがデビュー。,0.1538461538461538,3.779458333333333,3.2997796535491943
1757,audio/1757.wav,./dataset/reazonspeech_wav_out/002/d2c5ab2b84efe.wav,reazonspeech,入れんのかぁ？,0.2857142857142857,3.1594583333333333,3.463557481765747
1758,audio/1758.wav,./dataset/reazonspeech_wav_out/000/d2c87721f5715.wav,reazonspeech,岡山市では,0.0,3.2394583333333333,3.4357669353485107
1759,audio/1759.wav,./dataset/reazonspeech_wav_out/002/d33598b81e879.wav,reazonspeech,今回ご紹介した,0.0,3.819458333333333,3.258793830871582
1760,audio/1760.wav,./dataset/reazonspeech_wav_out/003/d33f4854bdfb5.wav,reazonspeech,柳澤さんはこの編入要請をどのように見ますか。,0.1363636363636363,5.279458333333333,3.3686625957489014
1761,audio/1761.wav,./dataset/reazonspeech_wav_out/003/d38b8e4180fa9.wav,reazonspeech,家電泥棒です。,0.1428571428571428,4.719458333333334,3.459928274154663
1762,audio/1762.wav,./dataset/reazonspeech_wav_out/000/d4e795c915c0b.wav,reazonspeech,射程は１５００ｋｍ、ピンポイントでの攻撃が可能だ。,0.24,7.379458333333333,3.618142604827881
1763,audio/1763.wav,./dataset/reazonspeech_wav_out/003/d4fffde01fadd.wav,reazonspeech,今の自分に満足しないこと。,0.0769230769230769,3.999458333333333,3.2665135860443115
1764,audio/1764.wav,./dataset/reazonspeech_wav_out/001/d510654d59205.wav,reazonspeech,２回の表、オリックスの攻撃です。,0.1875,4.079458333333333,3.7447898387908936
1765,audio/1765.wav,./dataset/reazonspeech_wav_out/002/d519b742dafe8.wav,reazonspeech,何とか自腹で全員連れて行きます。,0.1875,5.259458333333333,3.860666751861572
1766,audio/1766.wav,./dataset/reazonspeech_wav_out/002/d54914f3d81e5.wav,reazonspeech,今日はこちらの映像を御覧いただきましょうか。,0.0909090909090909,4.3994583333333335,3.1076486110687256
1767,audio/1767.wav,./dataset/reazonspeech_wav_out/002/d619b0f64a464.wav,reazonspeech,では、明日の全国の予報をご覧ください。,0.1052631578947368,5.159458333333333,3.187950849533081
1768,audio/1768.wav,./dataset/reazonspeech_wav_out/002/d626b22f17ddd.wav,reazonspeech,いわゆるタップキックからスタートするということですね。,0.2962962962962963,5.619458333333333,3.557898759841919
1769,audio/1769.wav,./dataset/reazonspeech_wav_out/003/d636248cd6b0b.wav,reazonspeech,これも２、３人の材料でご紹介します。,0.2777777777777778,4.139458333333334,3.6514973640441895
1770,audio/1770.wav,./dataset/reazonspeech_wav_out/003/d6963cb197bf1.wav,reazonspeech,これからよろしくお願いします。,0.0,3.719458333333333,3.1184089183807373
1771,audio/1771.wav,./dataset/reazonspeech_wav_out/000/d6f21e5e86d42.wav,reazonspeech,おはようございます。,0.1,5.839458333333333,3.429610252380371
1772,audio/1772.wav,./dataset/reazonspeech_wav_out/002/d7a04e46c2504.wav,reazonspeech,あんな状態の妻を本気で手術するっていうんですか。,0.1666666666666666,4.799458333333333,3.1461851596832275
1773,audio/1773.wav,./dataset/reazonspeech_wav_out/001/d7aa9db0fdbc8.wav,reazonspeech,都内にマイホーム建ててた。,0.0769230769230769,3.699458333333333,3.555513858795166
1774,audio/1774.wav,./dataset/reazonspeech_wav_out/002/d7d39f029fa35.wav,reazonspeech,どうやって火を消したのでしょうか。,0.0588235294117647,5.459458333333333,3.632963180541992
1775,audio/1775.wav,./dataset/reazonspeech_wav_out/003/d7ed8c4f327d6.wav,reazonspeech,現在スマホやネットが使いこなせない方はできないままコミュニケーションが取れなくなっています。,0.1521739130434782,8.419458333333333,3.342568874359131
1776,audio/1776.wav,./dataset/reazonspeech_wav_out/003/d8473874facbd.wav,reazonspeech,楽しみですね。,0.1428571428571428,3.2194583333333333,3.47426700592041
1777,audio/1777.wav,./dataset/reazonspeech_wav_out/000/d8d03d71bcbf7.wav,reazonspeech,そんな力強いサラダが好きだ。,0.0714285714285714,7.159458333333333,3.5024285316467285
1778,audio/1778.wav,./dataset/reazonspeech_wav_out/003/d8e345eb37573.wav,reazonspeech,広島に帰ってきて広島の地元のロケなんてなかなかないっすよね。,0.0666666666666666,8.039458333333334,3.051356077194214
1779,audio/1779.wav,./dataset/reazonspeech_wav_out/002/d940451c62314.wav,reazonspeech,もう玄関入れば大鵬親方のでかい写真があるし,0.238095238095238,4.959458333333333,3.0460095405578613
1780,audio/1780.wav,./dataset/reazonspeech_wav_out/001/d964f65f9c156.wav,reazonspeech,きれいにしとかなあかんからな。,0.2,4.599458333333334,3.3570942878723145
1781,audio/1781.wav,./dataset/reazonspeech_wav_out/002/d966e952b40d2.wav,reazonspeech,磨いているのは両力士ともに押し相撲です。,0.05,8.579458333333333,3.951841592788696
1782,audio/1782.wav,./dataset/reazonspeech_wav_out/001/d992d93d4fd9b.wav,reazonspeech,ノーアウトランナー、一塁。,0.1538461538461538,5.459458333333333,3.4674203395843506
1783,audio/1783.wav,./dataset/reazonspeech_wav_out/001/d9931cf0d1326.wav,reazonspeech,記録読むと奔放ですよね。,0.25,7.359458333333333,3.3331634998321533
1784,audio/1784.wav,./dataset/reazonspeech_wav_out/001/d99a900d07578.wav,reazonspeech,都心周辺など、一部、活発な雨雲も発生してきているようです。,0.1034482758620689,5.819458333333333,4.0360612869262695
1785,audio/1785.wav,./dataset/reazonspeech_wav_out/002/da615952e0213.wav,reazonspeech,オープン記念のグッズは売り切れているものもあるそうです。,0.1071428571428571,5.039458333333333,3.2213988304138184
1786,audio/1786.wav,./dataset/reazonspeech_wav_out/001/db2cd91064837.wav,reazonspeech,バランスを崩す佐々木。,0.0909090909090909,5.8994583333333335,3.015275001525879
1787,audio/1787.wav,./dataset/reazonspeech_wav_out/003/db5bf2e42f625.wav,reazonspeech,あんたが姉さんに何か飲ませたのは見たよえっ？,0.1363636363636363,6.739458333333333,3.106980562210083
1788,audio/1788.wav,./dataset/reazonspeech_wav_out/002/dc6901c91ac22.wav,reazonspeech,俺はあかりちゃんが好きや。,0.0769230769230769,7.219458333333334,3.4296233654022217
1789,audio/1789.wav,./dataset/reazonspeech_wav_out/001/dc7c18946d233.wav,reazonspeech,あそこで活躍してくれるというのは本当にうれしいことだと思いますけれども。,0.25,7.639458333333334,3.146273612976074
1790,audio/1790.wav,./dataset/reazonspeech_wav_out/002/dd453ab3d32e5.wav,reazonspeech,どうぞ上野さんは？,0.2222222222222222,4.159458333333333,3.0899899005889893
1791,audio/1791.wav,./dataset/reazonspeech_wav_out/001/dd57cc25f7a93.wav,reazonspeech,《買い物を楽しくする》,0.1818181818181818,3.519458333333333,3.706642150878906
1792,audio/1792.wav,./dataset/reazonspeech_wav_out/000/dd8548dc87ed6.wav,reazonspeech,でもここの境内には生えてないですよね。,0.2105263157894736,6.9394583333333335,3.1101791858673096
1793,audio/1793.wav,./dataset/reazonspeech_wav_out/003/dd914edeee0b8.wav,reazonspeech,年に２回の緊急事態に対する訓練。,0.125,5.619458333333333,3.664787769317627
1794,audio/1794.wav,./dataset/reazonspeech_wav_out/002/de82b0d9710fb.wav,reazonspeech,男性宅の電話でしたか？,0.0909090909090909,3.399458333333333,3.2642788887023926
1795,audio/1795.wav,./dataset/reazonspeech_wav_out/001/de95dd0707c77.wav,reazonspeech,アナウンサーの小郷知子です。,0.2857142857142857,3.3194583333333334,3.3873209953308105
1796,audio/1796.wav,./dataset/reazonspeech_wav_out/003/deb8b3b8758b1.wav,reazonspeech,なので外に引き出しながら縫っていくのがいいと思います。,0.074074074074074,5.279458333333333,3.490497350692749
1797,audio/1797.wav,./dataset/reazonspeech_wav_out/001/dee3166ab1a1d.wav,reazonspeech,まあ皆さんよくご存じの「パンパカパーン」の方と漫画トリオをやっていらっしゃったんですけど。,0.2222222222222222,6.279458333333333,3.278599739074707
1798,audio/1798.wav,./dataset/reazonspeech_wav_out/001/df576c38ea9ef.wav,reazonspeech,これを蹴るのはネイマール。,0.0769230769230769,5.639458333333334,3.4541752338409424
1799,audio/1799.wav,./dataset/reazonspeech_wav_out/002/df8958a03bc15.wav,reazonspeech,「なんか提灯の後ろにペルーの国旗みたいなのありましたけどあれなんなんですか？」って言って。,0.2888888888888888,6.099458333333334,3.026292085647583
1800,audio/1800.wav,./dataset/reazonspeech_wav_out/001/df9e5e5932ea7.wav,reazonspeech,セガサミーカップの大会３日目。,0.1333333333333333,4.079458333333333,3.7042415142059326
1801,audio/1801.wav,./dataset/reazonspeech_wav_out/001/dfac0a9871754.wav,reazonspeech,これで飛車角銀桂がね全部連携して攻めてる感じなのでまあなかなか先手が面白い展開だったのかなと思いますね。,0.173076923076923,8.259458333333333,3.4753623008728027
1802,audio/1802.wav,./dataset/reazonspeech_wav_out/000/e008d3700ea5d.wav,reazonspeech,閉店のときも食べたので。,0.25,4.299458333333333,3.121854305267334
1803,audio/1803.wav,./dataset/reazonspeech_wav_out/000/e044af5f801c3.wav,reazonspeech,午後は雲が広がりますが天気の崩れはないでしょう。,0.0416666666666666,5.099458333333334,3.944647073745728
